split_id,tree,depth,node_id,feature_idx,binned_gain,exact_gain,retention,n_samples_in_node
3,0,0,0,7,307.25452519,309.89299059,0.99148588,456
3,0,1,1,20,14.83266355,17.45513538,0.84975930,279
3,0,1,2,22,33.88815256,38.43498056,0.88170079,177
3,0,2,3,13,4.66203898,6.21009837,0.75071902,268
3,0,2,4,2,1.28132258,1.28132253,1.00000000,11
3,0,2,5,21,4.91701978,4.91701957,1.00000000,18
3,0,2,6,26,6.24060001,9.33106735,0.66879809,159
3,1,1,1,23,12.80027337,14.52530347,0.88123965,279
3,1,1,2,22,22.82050632,26.86820584,0.84934984,177
3,1,2,3,10,2.43792365,2.43792359,1.00000000,264
3,1,2,4,1,3.73753731,3.73753726,1.00000000,15
3,1,2,5,21,4.29720408,4.29720333,1.00000000,18
3,1,2,6,21,5.26298521,7.52909388,0.69901973,159
3,2,1,1,23,10.79534870,12.30916840,0.87701690,279
3,2,1,2,23,17.16548478,18.56141482,0.92479399,177
3,2,2,3,10,2.11452278,2.11452264,1.00000000,264
3,2,2,4,1,3.20388790,3.20388758,1.00000000,15
3,2,2,5,26,11.77075562,11.77075516,1.00000000,31
3,2,2,6,12,1.33328111,1.33328098,1.00000000,146
3,3,1,1,22,25.24601423,26.02647980,0.97001263,306
3,3,1,2,13,5.70925042,8.59529313,0.66422987,150
3,3,2,3,10,1.03604716,1.89721597,0.54608815,265
3,3,2,4,1,6.91443788,6.91443771,1.00000000,41
3,3,2,5,21,1.58393850,1.58393851,0.99999999,10
3,3,2,6,6,0.72586819,1.21383464,0.59799594,140
3,4,1,1,23,7.92709673,9.11833227,0.86935818,279
3,4,1,2,22,10.43819522,13.12220396,0.79546052,177
3,4,2,3,10,1.75354492,1.75354511,0.99999989,264
3,4,2,4,1,2.41220927,2.41220950,0.99999990,15
3,4,2,5,21,2.92266323,2.92266344,0.99999993,18
3,4,2,6,21,3.17551332,4.98896566,0.63650735,159
3,5,1,1,27,17.00806923,18.50129980,0.91929051,315
3,5,1,2,27,1.68958166,2.89556122,0.58350749,141
3,5,2,3,22,3.97350422,4.26972667,0.93062262,286
3,5,2,4,21,3.60352039,4.32494554,0.83319440,29
3,6,1,1,0,9.80601480,10.13498175,0.96754144,268
3,6,1,2,13,8.83606738,9.01407601,0.98025215,188
3,6,2,3,19,0.27388165,0.70342249,0.38935583,248
3,6,2,4,1,4.19013702,4.19013692,1.00000000,20
3,6,2,5,28,5.19130704,5.19130689,1.00000000,55
3,7,1,1,22,5.33774332,6.14427038,0.86873510,279
3,7,1,2,26,6.62043698,8.21383257,0.80601071,177
3,7,2,3,10,2.02388971,2.02388988,0.99999992,252
3,7,2,4,21,3.12850899,3.69266409,0.84722274,27
3,7,2,5,29,1.75951719,1.75951722,0.99999998,15
3,7,2,6,22,2.32845536,3.09887709,0.75138680,162
3,8,1,1,27,10.25228455,11.80000482,0.86883732,315
3,8,1,2,6,1.34548219,1.58063080,0.85123116,141
3,8,2,3,0,3.80185326,4.08644901,0.93035622,269
3,8,2,4,21,6.74769239,6.74769246,0.99999999,46
3,9,1,1,27,2.13417319,2.88065051,0.74086502,247
3,9,1,2,6,7.66005802,7.77737878,0.98491513,209
3,9,2,3,28,1.89993728,2.18962203,0.86770102,242
3,9,2,5,1,4.67287499,4.80412951,0.97267881,55
3,9,2,6,4,1.06336206,1.52744217,0.69617174,154
